AD NAME,"SENTIENT REVIEW LINK
(catcher page)",ID,Expires,Payout,ad_code,width,height,homepage?,video_page?,other_pages?,is_text_ad,,,,,,
Reunion.com | White Label | SinglesReconnect.com ,http://affiliates.reunion.com/a/landa/download/nl-bl-ps.html?s_cid=AFF006880156AZ-35435,4772,5/3/08,$1.30,"<a href=""http://x.azjmp.com/1Gg7P""><img src=""http://images.imgehost.com/2017/May2006/banners/2017_600x400_1.jpg"" border=""0"" width=""600"" height=""400""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1Gg7R"" height=""1"" width=""1""></div>",600,400,no,no,mess_board_bottom,no,,,,,,
Reunion.com | White Label | SinglesReconnect.com ,http://affiliates.reunion.com/a/landa/download/nl-bl-ps.html?s_cid=AFF006880156AZ-35435,4772,5/3/08,$1.30,"<a href=""http://x.azjmp.com/1Gg7z""><img src=""http://images.imgehost.com/2017/Oct2005/banners/720x300_May05_Find_Email.jpg"" border=""0"" width=""720"" height=""300""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1Gg81"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
Reunion.com | White Label | SinglesReconnect.com ,http://affiliates.reunion.com/a/landa/download/nl-bl-ps.html?s_cid=AFF006880156AZ-35435,4772,5/3/08,$1.30,"<a href=""http://x.azjmp.com/1Gg89""><img src=""http://images.imgehost.com/2017/May2006/banners/2017_720x300_1.gif"" border=""0"" width=""720"" height=""300""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1Gg8C"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
Sharebuilder.com,https://www.sharebuilder.com/sharebuilder/Setup/Default.aspx,960,11/14/08,$17.75,"<a href='http://x.azjmp.com/1Gsjg'><img src='http://images1.azoogleads.com/ssa/960_banners/125920.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsjj"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Sharebuilder.com,https://www.sharebuilder.com/sharebuilder/Setup/Default.aspx,960,11/14/08,$17.75,"<a href='http://x.azjmp.com/1Gsjb'><img src='http://images1.azoogleads.com/ssa/960_banners/125924.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsjd"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Sharebuilder.com,https://www.sharebuilder.com/sharebuilder/Setup/Default.aspx,960,11/14/08,$17.75,"<a href='http://x.azjmp.com/1GsjW'><img src='http://images1.azoogleads.com/ssa/960_banners/125926.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsjY"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Sharebuilder.com,https://www.sharebuilder.com/sharebuilder/Setup/Default.aspx,960,11/14/08,$17.75,"<a href='http://x.azjmp.com/1GsjR'><img src='http://images1.azoogleads.com/ssa/960_banners/125932.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsjT"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
Sharebuilder.com,https://www.sharebuilder.com/sharebuilder/Setup/Default.aspx,960,11/14/08,$17.75,"<a href='http://x.azjmp.com/1GsjK'><img src='http://images1.azoogleads.com/ssa/960_banners/125934.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsjM"" height=""1"" width=""1""></div>",728,90,no,yes,no,no,,,,,,
The Fruit Company - Gourmet Gifts ,http://www.thefruitcompany.com/ppj_goshop_giftcert1.htm,4599,5/19/08,$14.75,"<a href='http://x.azjmp.com/1Gshb'><img src='http://images.imgehost.com/4599/banners/06042007/TFCBanner_160x600_FreeGift.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gshd"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
The Fruit Company - Gourmet Gifts ,http://www.thefruitcompany.com/ppj_goshop_giftcert1.htm,4599,5/19/08,$14.75,"<a href='http://x.azjmp.com/1Gshg'><img src='http://images.imgehost.com/4599/banners/06042007/TFCBanner_300x250_FreeGift.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gshj"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Win a $500 Shopping Spree Survey Offer!,http://www.nationalsurveysearch.com/main.asp?ref=10412&sref=35435,3436,12/31/08,?,"<HTML>
<BODY BGCOLOR=#002090>
<TABLE WIDTH=611 BORDER=0 CELLPADDING=0 CELLSPACING=0 align=""center"">
  <TR>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_01.gif"" WIDTH=167 BORDER=""0""   HEIGHT=75></A></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_02.gif"" WIDTH=270 BORDER=""0""   HEIGHT=75></A></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_03.gif"" WIDTH=174 BORDER=""0""   HEIGHT=75></A></TD>
  </TR>
 <TR>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_04.gif"" WIDTH=167 BORDER=""0""   HEIGHT=55></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_05.gif"" WIDTH=270 BORDER=""0""   HEIGHT=55></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_06.gif"" WIDTH=174 BORDER=""0""   HEIGHT=55></a></TD>
 </TR>
 <TR>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_07.gif"" WIDTH=167 BORDER=""0""   HEIGHT=88></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_08.gif"" WIDTH=270 BORDER=""0""   HEIGHT=88></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_09.gif"" WIDTH=174 BORDER=""0""   HEIGHT=88></a></TD>
 </TR>
 <TR>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_10.gif"" WIDTH=167 BORDER=""0""   HEIGHT=60></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_11.gif"" WIDTH=270 BORDER=""0""   HEIGHT=60></A></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_12.gif"" WIDTH=174 BORDER=""0""   HEIGHT=60></A></TD>
 </TR>
 <TR>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_13.gif"" WIDTH=167 BORDER=""0""   HEIGHT=45></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_14.gif"" WIDTH=270 BORDER=""0""   HEIGHT=45></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_15.gif"" WIDTH=174 BORDER=""0""   HEIGHT=45></a></TD>
 </TR>
 <TR>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_16.gif"" WIDTH=167 BORDER=""0""   HEIGHT=46></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_17.gif"" WIDTH=270 BORDER=""0""   HEIGHT=46></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_18.gif"" WIDTH=174 BORDER=""0""   HEIGHT=46></A></TD>
 </TR>
 <TR>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_19.gif"" WIDTH=167 BORDER=""0""   HEIGHT=38></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_20.gif"" WIDTH=270 BORDER=""0""   HEIGHT=38></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_21.gif"" WIDTH=174 BORDER=""0""   HEIGHT=38></a></TD>
 </TR>
 <TR>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_22.gif"" WIDTH=167 BORDER=""0""   HEIGHT=29></a></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_23.gif"" WIDTH=270 BORDER=""0""   HEIGHT=29></A></TD>
  <TD><a href=""http://x.azjmp.com/1Gr05""><IMG src=""http://i.1100i.com/3436/mailers/10262006/1/images/nss_mail_24.gif"" WIDTH=174 BORDER=""0""   HEIGHT=29></a></TD>
 </TR>
</TABLE>
<br>
<br>
<center><font face=""Arial, Helvetica, sans-serif"" size=""1"" color=""#FFFFFF"">
If you would prefer not to receive advertisements from this advertiser in the   future you can unsubscribe by <a href=""http://www.nationalsurveysearch.com/unsubscribe.asp"" style=""color:#FFFFFF;"">Clicking here</a>. <br>
In the event you choose to opt-out of our   list and agree That we transfer your name to all of our third party   providers to delete your e-mail address <br>
from receiving further Communication initiated by us mail us at: IronTraffic PMB # 341 244   Madison Avenue, New York, NY 10016-2819 <BR>
</font></center>
</BODY>

</HTML><img src=""http://i.azjmp.com/1Gr07"" height=""1"" width=""1"">",120,600,no,no,mess_board_right,no,,,,,,
